reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
b5da7e6c-0233-4dd6-b4aa-e58b21a352b2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi jlek oon, rute ga sesuai posisi bus, update mulu gaada perbaikan",1,0,4.5.3,2025-09-09 15:36:12,,,4.5.3
64fd0c00-2740-41ab-81a9-1e175ede854c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,fitur lacak nya tidak akurat. semoga ada perbaikan,2,0,4.5.3,2025-09-08 10:00:51,,,4.5.3
927ee72c-2005-4ef3-9312-b6f08004a938,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bayar via shopeepay malah diarahkan ke fastpay , mana cuma dikasih link & tidak bisa dibuka",1,2,4.5.3,2025-09-07 19:53:49,,,4.5.3
fef706cd-0c29-456a-82fc-29d9b79c0974,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pengalaman naik bus DAMRI otw malam malah dapet bus yang jelek, ngga layak jalan, belum persiapan beli bensin, AC nya pas malem nya bocor, sampe subuh AC nya malah mati. mana nyampe nya 12 jam yang katanya 9 jam. kebanyakan berhenti nya. nyesel banget mana beli nya lebih mahal daripada biasanya. tolong pihak DAMRI kalo nyari bus cadangan di cek dulu keadaannya layak apa engga buat jalan. terus kalo sekiranya mau berangkat tuh isi bensin dulu jadi kita ngga nunggu lama buat isi bensin doang.",1,0,4.5.1,2025-09-06 14:09:16,,,4.5.1
2ed21337-f886-4d6a-94b5-fef96074caf6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gabisa beli tiket jir,1,0,4.5.2,2025-09-04 11:13:20,,,4.5.2
6cce49d2-a271-41b1-a05b-a3b7a0acb880,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"good banget,simple dengan pemesanan tiket via aplikasi, admin, staf juga top banget bus sudah mau brngkat udah mau nunggu penumpang, pulang pergi (bali-jember)",5,0,4.5.2,2025-09-03 06:31:04,,,4.5.2
23896942-dee2-4895-9de8-748c59555619,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mau ngecek ongkir kirim paket ga tersedia.. padahal sangat dibutuhkan.. upgrade dong min,1,0,4.5.2,2025-09-02 17:06:03,,,4.5.2
7ac1b20d-607e-4df5-9383-09272793ad98,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"nyaman banget naik bus damri dari jagakarsa ke airport, penumpang 1 tetap gas pol pak supir",5,0,4.5.1,2025-09-02 07:13:14,,,4.5.1
40d9be67-446b-4f01-bade-69402486a73f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini kenapa nik saya gk bisa buat daftar,3,0,,2025-08-31 07:00:03,,,
96083080-3be1-4913-8b97-cf1ea6b9b154,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu,5,0,,2025-08-29 18:59:40,,,
be035b28-c691-44db-994d-ace5a28d6711,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Abis update aplikasi kok malah lemot banget aplikasinya,1,0,4.5.1,2025-08-28 18:51:45,,,4.5.1
591f310d-7221-410a-b0c0-9ec7a1698df0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nyaman,5,1,4.4.5,2025-08-28 14:39:02,,,4.4.5
1e4ff302-e435-44f0-9544-06b7b3dc3713,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tepat waktu,5,0,,2025-08-28 07:56:48,,,
760870ad-7b9a-4482-b921-88399f1a3ac2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi belum sempurna...JELEK,1,0,4.5.1,2025-08-28 06:10:07,,,4.5.1
be618114-a190-4b7f-8535-8248904363c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,suka delay,1,0,,2025-08-27 21:15:54,,,
d85ad117-95bb-426c-8c4d-41309a2b7ef4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,2025-08-19 20:35:30,,,
9b2fd4f2-248e-47f8-96a8-f47ce59bab54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya pesan tiket DAMRI tanjung karang Bakauheni tapi tidak bisa, email sudah terdaftar tapi tidak bisa lanjut untuk pembayaran",1,0,4.5.1,2025-08-19 15:18:57,"Halo kak, mohon maaf atas ketidaknyamanannya. Terkait kendala pada Aplikasi dapat disampaikan kepada kami melklui Hallo DAMRI 1500825 atau melklui layanan Whatsapp DAMRI ke nomor 0811-2110-0825 ya kak.
Terima kasih",2025-08-25 08:40:28,4.5.1
5d1b3bc3-240e-4995-a10a-78f6174a3551,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bis sering mogoknya.,1,0,,2025-08-19 01:04:17,"Mohon maaf atas pengalaman kurang menyenangkan yang kakak alami. Tim kami sedang memperketat perawatan pada Armada agar perjalanan lebih lancar dan aman. Terkait kendala armada, mohon dapat disampaikan rute dan kode bus nya kepada kami melalui Hallo DAMRI 1500825 atau melalui layanan Whatsapp DAMRI ke nomor 0811-2110-0825 ya kak.
Terima kasih",2025-08-25 08:47:38,
e1d54565-90f5-4cec-8983-722157f3dc07,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kalo kata gue mah ganti tuh programmer/developernya, aplikasi apaan minta update tiap beberapa hari, software lu gak stabil apa kurang anggaran. hire orang2 yg emg ahli dibidangnya",2,0,4.5.1,2025-08-18 00:19:13,,,4.5.1
2160866b-1902-4ee0-83f6-a11f4c58fc95,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"promo lewat situs dampak nya ke aplikasi juga, mending gak usah bikin promo kalau enggak siap",1,0,4.5.1,2025-08-17 11:39:09,,,4.5.1
1107a28c-a2d5-456f-ab31-26b98ab52056,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sudah update terbaru, jadwal sukabumi soetta tidak ada tampilan jamnya, hanya ada jam 00.01-12.00, jam lain tidak ada,masih lebih baik yang sebelum di update, jamnya tertera jelas, mohon di perbaiki aplikasinya agar jamnya tertera",5,0,4.5.1,2025-08-17 10:56:40,,,4.5.1
6979b0c2-8263-4ba0-b181-efbcda6cbcd3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi koclok...cari tiket aja susah tetep PENCARIAN.,1,0,4.5.1,2025-08-16 15:44:33,,,4.5.1
1f25c4ae-fabc-4336-aa69-2ffe1445b774,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,buka aplikasi DAMRI kok harus di unduh Mulu jadi ribet klw kita mau pesan tiket disuruh unduh/ perbarui mulu,4,0,4.5.0,2025-08-16 03:58:47,,,4.5.0
dce73fe4-0f2d-4ef5-9f87-499aa6a3bcfe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,,2025-08-15 23:38:55,,,
df2ca6e5-7a3f-45cc-aea4-dc87e9d165c2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"abis update nih jadwal keberngkatan bikin bingung. Jadwal ny berangkat jam 7 pagi pas mau di pesen jadi berubah jadwalny jadi jam 9 pagi. Ini gmana dah, yg bener yang mana. tolong benerin",3,0,4.5.0,2025-08-15 22:32:27,,,4.5.0
65fe8e6b-b589-422e-9c97-395f4f9d1a02,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nyaman,5,0,,2025-08-12 06:30:19,,,
347c818b-9c1b-46c7-a718-703682a5eb71,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"harusdi upgrade lagi, supaya ada menu reschedule nyaa",4,0,4.4.6,2025-08-11 19:03:00,,,4.4.6
b20d30ad-a14d-4070-bad9-1691746c9950,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya sudah cukup bagus, tapi saran saya sebaiknya di aplikasi saat pemesanan kursi di berikan kode untuk penumpang perempuan (P) dan Laki-Laki (L) karena ada beberapa penumpang yang merasa tidak nyaman jika harus duduk dengan lawan jenis, dengan adanya kode tersebut penumpang bisa lebih mudah lagi untuk memilih kursi dan merasa lebih nyaman ketika berada di bus. Saya berharap saran saya dapat di terima demi kenyamanan penumpang. Terima Kasih",4,5,4.4.6,2025-08-10 16:07:01,,,4.4.6
da65ce15-d623-4beb-a6c0-199d652a82b8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"posisi bus tidak akurat, halte tidak terlihat di map aplikasi",1,0,4.4.6,2025-08-10 05:42:00,,,4.4.6
736775e8-f947-46ef-a2ea-dc8c1961afd9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"jellek, udah beli tiket online masa kita harus melapor lagi di pusat (Kendari) buat tiket baru lgi, udh bayar Ratusan ujung""nya dpt kursi d lantai mohon di perbaiki lagi!!!!-_-",1,0,4.4.5,2025-08-07 08:19:29,,,4.4.5
d92473f7-ec0a-485b-b302-d9452051ba37,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini mobil eggk layak buat keluar kota antar propinsi jok aja tidak nyam tolong donk diperbaiki ini mah punya BUMN,1,0,4.4.6,2025-08-06 18:46:35,,,4.4.6
556c8c0d-ea87-4ccf-9b94-2bf28826ad00,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantab,5,0,4.4.6,2025-08-05 18:53:38,,,4.4.6
0a55bc9b-6c9e-4cc7-a243-6e0adeafdeb6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat sangat membantu kami masyarakat kecil .,5,0,4.4.6,2025-08-05 01:18:01,,,4.4.6
69e21511-c577-41e7-9610-56fd30bc45cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pernah dapet bus yg kurang layak pakai di jalan , kejadian di lebaran 2025 rute perjalanan jakarta - wonosobo . bus nya kacau interior nya kotor AC nya bocor dan bangku nya robek robek",1,0,3.2.9,2025-08-04 19:13:57,,,3.2.9
b9f15555-d7a0-4106-b4ce-d480d9ac6484,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"CS tidak responsif terkait pelaporan masalah yang ada. sudah saya follow up berkali kali tetap tidak ada respon. padahal bukti semua lengkap sudah dikirimkan. infonya akan segera dihubungi, ZONK manaaa saya yg follow up hubungi saja tidak ada responnya sama sekali.",1,9,4.4.6,2025-08-04 10:54:56,,,4.4.6
6f0e31da-0df3-4b87-aa52-99cd88d63ff5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi belum terlalu bagus, karena kami penumpang tidak bisa mengetahui posisi bus terkini",2,1,4.4.6,2025-08-03 15:46:32,,,4.4.6
adc533b9-ea20-43fb-af6c-7d4a37aec7f6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,selama ini saya seneng naik bus dan mencoba pakai damri via apps ternyata di aplikasi kurang simple kayak kita mau naik bus mau naik kelas apa harus keluar lagi ke menu lagi buat ngelihat bus nya seperti apa. saran saya sebagai pengguna aplikasi di tingkatkan sama dikasih model klas di setiap rute perjalanan contoh aja di aplikasi rosalia indah. sama gambar kendaraannya kurang jelas dan lengkap mungkin bisa buat pertimbangan lagi.,3,0,4.4.6,2025-08-03 14:07:10,,,4.4.6
b731744d-753b-4a3a-80eb-2ac884ca2132,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lah...menunya kagak bisa di klik coy,1,0,4.4.6,2025-08-03 10:30:57,,,4.4.6
5df3c011-c5b0-4fa1-b31b-2bce0a5d075c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa saya klik rute engga ke buka. tolong perbaiki lagi,2,0,4.4.6,2025-08-03 10:13:26,,,4.4.6
e0fdc3f5-ea73-4d77-b274-e2878f5adc65,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"app aneh...katanya ada rute sby- bromo aku nyari sampe mumet, udah isi tgl keberangkatan hasilnya nihil , jadwal tidak tersedia...apa coba....?? kalo belum siap jgnlah di share... bikin kecewa aja...huuu",1,0,,2025-08-03 07:30:47,,,
b527d029-f81d-47ad-83c1-827ecb5410db,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ngga kaleng-kaleng bus damri,5,0,4.4.6,2025-08-02 20:19:45,,,4.4.6
36307861-9fec-4323-b67f-e96e9c5c7c91,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini aplikasi nya kok kayak gak bisa di klik yah? padahal sudah update tapi sama aja. saya mau lihat rute bus nya tapi daritadi gak bisa ke klik. mohon segera di perbaiki.,3,0,4.4.6,2025-08-02 17:34:41,,,4.4.6
f2c280b1-7aa4-4ee8-aa2d-4559f9f31888,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,untuk manajemen damri sedikit saran supaya pembatalan/reschedule tiket maks.2 jam sebelum keberangkatan jangan 6 jam sebelum keberangkatan,4,0,4.4.5,2025-08-02 06:38:55,,,4.4.5
df0c5ce9-066e-4cfe-96a2-e9da2d0910d2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi nya sering lemot tolong di perbaiki aplikasi nya supaya pelanggan damri tidak kecewa untuk kedepannya terimakasih.,4,0,4.4.5,2025-08-01 12:25:02,,,4.4.5
3276ae09-c5be-4d6f-85b8-18ffa0776c74,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,4.4.4,2025-08-01 11:00:23,,,4.4.4
f118f112-f71e-46c3-923d-b801a0b97238,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mksh, masih sempet dapat free nya dan sangat sangat membantu, wajib di pertahankan ya.",5,0,4.4.5,2025-07-30 18:18:22,,,4.4.5
132bc3aa-0b8a-463d-a182-bdc46a208f04,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya busuk, kok tujuan ga ada padahal ada rutenya, sulit sekali nyari rute tujuan padahal mah byk terminal atau agen berhenti Damri tp d app g ada, belajar ke KAI bos bikin malu aja.",2,1,4.4.5,2025-07-30 11:07:44,,,4.4.5
b9b0ff79-55f5-45df-b227-2f82a2822753,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,TOLONG PERBAIKI APLIKASI NYA MASIH KURANG BANGET SOAL KEAKURATAN BIS NYA,1,0,4.4.5,2025-07-28 12:46:06,,,4.4.5
ea83683b-087d-4391-b11d-92517c4d73d8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ribet,1,0,4.4.5,2025-07-28 02:01:51,,,4.4.5
26d8a316-e391-4a23-a3f0-bc17b1b7d889,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,senang banget...bisnyaber AC..bersih..aman nyaman.klu bisa menjangkau pelosok Makass posar seperti antang.tamangapa raya ..kassi Krn sulit dpt kendaraan umum..,5,2,4.4.5,2025-07-27 08:48:23,,,4.4.5
362d20e4-7d5b-45ce-8a20-92f0ca03a87a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,min kq gk bisa dipake aplikasinya,2,0,4.4.5,2025-07-26 05:54:21,,,4.4.5
b14fdb5a-926a-4e10-a53e-fe4fee5cb3fe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa nggak bisa diakses ya min ?,4,0,4.4.5,2025-07-23 20:21:27,,,4.4.5
deeec2a6-a0d2-4fbd-bdea-24bb42c30cef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lemot pisan. serius ga sih?,1,0,,2025-07-23 19:59:23,,,
665aa301-6281-4e06-b8fb-7bb276e882c8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,iisshh ini aplikasi muter2 terus sampai ganti sinyal dari wifi pake kuota sendiri tetep ajaa...uninstal aja wes,1,0,,2025-07-23 19:56:07,,,
cbf5603a-f3b1-429f-9214-9284bbbef80f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sudah bagus, tapi tolong di perbaiki posisi tempat chas hp,yang di samping tempat duduk,terlau sempit tidak bisa buat masuk colokan cas hp",4,0,4.4.5,2025-07-22 19:59:59,,,4.4.5
d1a3519c-33f9-4020-b00c-7813a7f6dd02,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pengalaman sy naik DAMRI HIACE, dari stasiun pasarturi ke Sukapura Bromo, murah ,nyaman ,aman",5,0,4.4.4,2025-07-22 18:20:59,,,4.4.4
